PLAYER;WIN;SP;2PA;2P%;3PA;3P%;FTA;FT%;ORB;DRB;AST;STL;BLK;TOV;PF;PTS;+/-;;;;;;
DAVIS;0;2147;19;0,632;1;0,000;2;1,000;4;8;2;0;0;1;2;26;-9;;;;;;
DAVIS;1;2166;17;0,588;1;0,000;5;0,400;5;6;6;0;1;0;1;22;13;;;;;;
DAVIS;1;2674;20;0,550;4;0,000;9;0,778;3;10;3;0;4;2;4;29;-2;;;;;;
DAVIS;0;1728;17;0,412;3;1,000;1;0,000;2;5;2;2;1;3;2;23;-10;;;;;;
DAVIS;1;2185;11;0,364;1;0,000;4;1,000;2;16;5;1;4;0;2;12;6;;;;;;
DAVIS;1;2228;14;0,857;2;0,000;2;1,000;3;12;11;0;3;2;1;26;16;;;;;;
DAVIS;0;2294;24;0,583;3;0,000;6;0,667;1;8;3;3;4;1;0;32;-11;;;;;;
DAVIS;1;1747;10;0,700;1;0,000;7;0,857;0;6;6;1;1;3;4;20;0;;;;;;
DAVIS;1;1703;9;0,556;3;0,333;7;1,000;3;11;4;0;6;1;1;20;12;;;;;;
DAVIS;1;2280;22;0,545;3;0,333;13;0,769;3;12;1;0;2;2;0;37;24;;;;;;
DAVIS;0;1951;17;0,647;2;0,000;6;0,833;3;12;1;0;3;3;3;27;-16;;;;;;
DAVIS;1;1743;13;0,769;1;0,000;10;0,800;5;8;0;1;0;1;2;28;10;;;;;;
DAVIS;0;2502;17;0,647;0;0,000;0;0,000;2;12;0;3;2;3;3;22;-2;;;;;;
DAVIS;1;2165;13;0,615;2;0,000;5;0,800;3;9;2;2;3;2;2;20;-4;;;;;;
DAVIS;1;2475;22;0,636;0;0,000;13;0,923;3;12;4;1;3;1;2;40;6;;;;;;
DAVIS;0;2335;13;0,538;0;0,000;4;0,750;2;9;2;0;3;0;3;17;-11;;;;;;
DAVIS;1;1813;12;0,583;0;0,000;11;0,909;4;8;4;1;3;2;1;24;10;;;;;;
DAVIS;0;2046;12;0,417;1;0,000;5;0,800;1;10;3;0;1;2;4;14;-6;;;;;;
DAVIS;1;2460;20;0,500;1;0,000;2;1,000;1;12;5;0;3;0;3;22;-3;;;;;;
DAVIS;1;2358;17;0,529;0;0,000;13;0,692;10;15;5;7;3;3;2;27;15;;;;;;
DAVIS;0;2468;16;0,375;2;0,500;8;0,875;3;7;3;1;1;2;1;22;-8;;;;;;
DAVIS;0;717;6;0,500;0;0,000;2;1,000;1;3;2;1;1;0;0;8;6;;;;;;
DAVIS;1;1873;12;0,750;2;0,500;2;0,500;1;14;6;2;1;2;2;22;28;;;;;;
DAVIS;1;2380;14;0,643;2;0,500;4;0,500;7;12;4;0;4;3;4;23;4;;;;;;
DAVIS;1;2400;19;0,737;2;0,500;5;1,000;3;13;3;2;1;2;4;36;11;;;;;;
DAVIS;1;3112;23;0,391;8;0,375;7;1,000;7;16;2;2;4;4;1;34;2;;;;;;
DAVIS;0;2250;16;0,563;1;0,000;7;0,857;4;11;3;0;0;3;0;24;-12;;;;;;
DAVIS;1;2103;9;0,889;3;0,333;6;0,833;1;13;0;0;3;4;3;24;18;;;;;;
DAVIS;1;1651;16;0,625;4;0,000;4;0,250;2;10;1;0;0;5;3;21;14;;;;;;
DAVIS;1;2288;16;0,625;1;0,000;15;1,000;3;15;1;2;3;2;1;35;29;;;;;;
DAVIS;1;2179;10;0,600;1;1,000;9;0,778;4;9;4;3;6;0;2;22;8;;;;;;
DAVIS;0;720;6;0,333;0;0,000;0;0,000;3;1;3;2;0;1;2;4;4;;;;;;
DAVIS;1;2569;16;0,625;6;0,167;17;0,765;4;10;5;1;2;4;2;36;2;;;;;;
DAVIS;1;1955;16;0,813;1;0,000;4;1,000;4;7;3;2;0;3;4;30;15;;;;;;
JOKIC;1;2176;17;0,529;5;0,600;4;0,500;3;10;11;1;1;2;2;29;15;;;;;;
JOKIC;1;2098;10;0,700;4;0,250;6;0,833;3;9;7;1;1;9;1;22;6;;;;;;
JOKIC;1;1792;14;0,786;2;0,500;3;1,000;2;12;5;0;0;4;3;28;21;;;;;;
JOKIC;1;2114;13;0,846;3;0,333;5;0,400;1;9;11;0;2;1;3;27;13;;;;;;
JOKIC;0;1798;17;0,588;6;0,167;2;1,000;2;8;3;0;0;5;0;25;-19;;;;;;
JOKIC;1;2135;14;0,857;2;1,000;5;0,600;7;7;9;1;1;4;3;33;17;;;;;;
JOKIC;1;2001;13;0,615;3;0,333;9;1,000;4;12;9;3;0;1;3;28;33;;;;;;
JOKIC;1;2182;18;0,722;6;0,333;5;0,600;3;11;12;1;1;2;1;35;16;;;;;;
JOKIC;1;2196;17;0,765;8;0,125;10;0,600;3;10;5;3;1;3;3;35;3;;;;;;
JOKIC;0;2294;20;0,550;6;0,333;8;1,000;6;15;11;0;1;3;3;36;12;;;;;;
JOKIC;1;2145;16;0,375;7;0,286;14;1,000;3;13;9;1;0;4;2;32;3;;;;;;
JOKIC;0;2170;12;0,750;8;0,125;5;1,000;2;14;18;1;1;4;2;26;5;;;;;;
JOKIC;0;1669;13;0,615;0;0,000;5;0,400;1;9;7;1;1;3;5;18;-16;;;;;;
JOKIC;1;913;4;0,750;4;0,250;0;0,000;0;5;5;0;1;1;1;9;-4;;;;;;
JOKIC;0;2180;16;0,688;2;0,500;5;1,000;5;8;12;3;2;1;4;30;4;;;;;;
JOKIC;0;2529;23;0,478;8;0,375;11;0,636;6;13;8;3;0;3;3;38;-12;;;;;;
JOKIC;1;2052;29;0,586;0;0,000;5;1,000;5;6;9;1;0;5;3;39;14;;;;;;
JOKIC;1;2001;17;0,647;2;0,500;8;0,875;6;4;15;1;0;0;2;32;29;;;;;;
JOKIC;1;2095;15;0,600;3;0,000;6;0,500;1;4;16;1;2;3;4;21;6;;;;;;
JOKIC;0;2290;19;0,632;4;0,250;12;0,750;2;11;14;2;1;0;3;36;11;;;;;;
JOKIC;0;2227;25;0,280;7;0,286;2;1,000;5;10;10;1;0;4;2;22;1;;;;;;
JOKIC;0;2062;24;0,333;2;0,500;7;0,571;7;9;5;0;2;3;5;23;3;;;;;;
JOKIC;1;2161;12;0,667;1;1,000;7;0,857;2;6;9;3;2;1;3;25;8;;;;;;
JOKIC;1;984;5;0,400;0;0,000;0;0,000;3;6;6;0;0;0;1;4;5;;;;;;
JOKIC;1;1789;10;0,800;2;0,000;12;0,833;1;13;10;1;0;1;2;26;21;;;;;;
JOKIC;0;2245;13;0,538;2;0,500;8;0,875;4;2;12;2;0;3;3;24;-9;;;;;;
JOKIC;1;1670;7;0,429;1;0,000;2;1,000;1;8;7;2;0;2;2;8;16;;;;;;
JOKIC;1;2286;18;0,556;5;0,600;3;0,667;5;10;6;0;2;2;2;31;15;;;;;;
JOKIC;1;2049;15;0,667;2;1,000;5;1,000;2;9;7;3;2;0;4;31;29;;;;;;
JOKIC;1;2138;12;0,667;2;0,000;2;1,000;2;8;9;1;1;3;6;18;12;;;;;;
JOKIC;1;2343;10;0,400;2;0,000;18;1,000;4;10;8;0;0;3;2;26;21;;;;;;
JOKIC;1;1798;10;1,000;1;1,000;3;1,000;0;14;10;0;2;3;1;26;25;;;;;;
JOKIC;0;1892;9;0,889;1;1,000;0;0,000;2;8;7;1;1;7;2;19;-19;;;;;;
JOKIC;1;1650;7;0,857;0;0,000;1;1,000;0;11;6;1;1;3;2;13;27;;;;;;
JOKIC;1;2305;14;0,786;2;1,000;7;0,857;2;7;10;2;1;4;2;34;4;;;;;;
JOKIC;0;2211;18;0,722;1;0,000;4;0,750;0;4;8;3;0;2;3;29;-4;;;;;;
JOKIC;1;1477;3;0,667;0;0,000;0;0,000;0;7;16;0;5;2;4;4;16;;;;;;
JOKIC;0;1828;8;0,875;1;1,000;12;0,833;1;10;6;1;0;6;3;27;-21;;;;;;
JOKIC;1;1931;15;0,667;2;0,500;4;1,000;3;7;14;0;1;2;4;27;12;;;;;;
JOKIC;1;1985;13;0,923;0;0,000;2;0,500;3;9;9;2;1;7;3;25;10;;;;;;
JOKIC;0;2280;18;0,611;2;0,000;4;0,750;11;8;3;1;1;4;3;25;1;;;;;;
JOKIC;1;2296;18;0,667;4;0,500;4;1,000;2;10;9;0;0;4;1;34;1;;;;;;
JOKIC;1;2165;20;0,750;0;0,000;14;0,857;4;8;8;2;2;0;2;42;20;;;;;;
JOKIC;1;2221;15;0,667;4;0,750;2;1,000;2;11;10;0;1;1;3;31;9;;;;;;
JOKIC;0;1649;15;0,733;3;0,667;3;1,000;4;7;3;0;0;7;1;31;-23;;;;;;
JOKIC;1;2200;15;0,533;1;0,000;16;0,625;5;11;7;2;0;3;3;26;2;;;;;;
JOKIC;1;2371;19;0,474;6;0,167;5;0,800;1;15;12;3;2;3;1;25;9;;;;;;
JOKIC;1;2296;15;0,667;1;1,000;4;1,000;7;15;12;1;2;4;3;27;20;;;;;;
JOKIC;1;2054;17;0,647;3;0,333;5;0,800;1;7;7;2;0;2;1;29;-5;;;;;;
JOKIC;1;2183;14;0,500;6;0,333;4;1,000;3;10;9;0;3;6;2;24;10;;;;;;
JOKIC;0;1785;16;0,500;1;1,000;5;0,800;2;6;7;3;0;1;2;23;-7;;;;;;
JOKIC;0;1891;20;0,550;5;0,400;3;0,333;3;9;8;0;0;5;1;29;-16;;;;;;
JOKIC;0;2338;11;0,545;6;0,000;4;0,750;0;5;8;0;1;0;4;15;-4;;;;;;
JOKIC;1;1883;10;1,000;0;0,000;2;0,500;2;17;15;1;0;3;3;21;23;;;;;;
JOKIC;1;2086;14;0,786;3;0,333;5;0,800;3;12;14;2;1;2;4;29;24;;;;;;
JOKIC;1;2209;18;0,611;6;0,333;4;1,000;2;14;16;4;1;2;3;32;20;;;;;;
JOKIC;1;1939;9;0,556;0;0,000;4;1,000;1;13;11;3;1;2;3;14;37;;;;;;
JOKIC;1;2280;12;0,500;3;0,000;6;1,000;2;9;7;1;2;4;4;18;12;;;;;;
JOKIC;1;2336;20;0,750;5;0,200;2;1,000;2;8;7;0;1;3;1;35;16;;;;;;
JOKIC;0;2656;11;0,364;7;0,571;7;0,714;3;13;5;0;0;7;2;25;-13;;;;;;
JOKIC;1;2325;19;0,579;0;0,000;10;1,000;4;8;11;2;0;0;1;32;9;;;;;;
JOKIC;1;1920;14;0,857;0;0,000;2;1,000;2;4;8;1;2;3;1;26;6;;;;;;
JOKIC;1;2286;23;0,565;3;0,333;6;1,000;6;11;12;6;2;2;3;35;13;;;;;;
JOKIC;1;2257;8;0,625;0;0,000;3;0,667;3;11;6;1;0;4;1;12;10;;;;;;
JOKIC;1;1854;16;0,750;3;0,333;4;1,000;1;6;5;0;2;3;1;31;7;;;;;;
JOKIC;0;2311;14;0,429;2;0,000;5;0,800;3;8;7;2;0;3;1;16;10;;;;;;
JOKIC;1;2260;18;0,611;4;0,750;6;0,667;1;15;2;0;0;3;3;35;8;;;;;;
JOKIC;1;2354;22;0,545;1;0,000;7;0,857;2;12;11;1;0;1;1;30;30;;;;;;
JOKIC;1;1851;16;0,625;2;0,500;7;0,857;5;6;8;3;1;4;4;29;13;;;;;;
JOKIC;0;2492;11;0,727;5;0,200;3;1,000;0;9;10;2;1;1;2;22;2;;;;;;
JOKIC;0;2218;21;0,524;3;0,000;13;0,769;1;9;5;2;1;4;2;32;-9;;;;;;
JOKIC;1;2078;16;0,625;2;0,500;5;0,600;4;14;16;1;0;3;2;26;37;;;;;;
JOKIC;1;2255;26;0,654;6;0,167;6;0,833;4;12;6;1;2;4;2;42;5;;;;;;
JOKIC;0;2406;16;0,688;8;0,375;6;0,833;1;16;10;0;0;5;2;36;12;;;;;;
JOKIC;1;1840;10;0,400;3;0,667;6;0,833;1;13;11;2;0;4;1;19;19;;;;;;
JOKIC;1;2044;18;0,556;2;1,000;2;1,000;5;8;7;3;1;5;2;28;23;;;;;;
JOKIC;1;2305;18;0,778;2;1,000;12;0,583;2;9;7;3;0;2;5;41;6;;;;;;
JOKIC;0;2313;11;0,727;2;0,500;3;1,000;2;5;12;2;1;3;5;22;-1;;;;;;
JOKIC;1;1847;11;0,636;0;0,000;2;0,500;4;11;5;4;0;4;1;15;19;;;;;;
CURRY;0;1845;6;0,667;14;0,286;7;1,000;1;4;1;1;0;2;5;27;-9;;;;;;
CURRY;1;2090;9;0,778;10;0,700;6;1,000;1;3;4;2;0;4;0;41;10;;;;;;
CURRY;1;1885;2;0,000;14;0,429;6;1,000;1;6;6;0;1;1;1;24;-2;;;;;;
CURRY;1;1802;9;0,889;13;0,538;7;0,714;0;5;5;2;0;3;1;42;13;;;;;;
CURRY;1;1940;5;0,600;10;0,400;3;1,000;1;4;3;0;0;7;3;21;-6;;;;;;
CURRY;1;1883;5;0,800;10;0,500;7;1,000;3;5;7;2;0;3;1;30;5;;;;;;
CURRY;0;1849;5;0,200;11;0,636;6;0,833;0;2;4;1;0;6;0;28;-6;;;;;;
CURRY;1;1957;9;0,556;17;0,412;4;0,750;0;2;4;0;0;3;1;34;17;;;;;;
CURRY;0;2068;4;0,000;13;0,462;5;1,000;1;4;4;1;0;3;2;23;-10;;;;;;
CURRY;0;1953;10;0,500;14;0,286;8;1,000;1;2;2;1;1;4;1;30;-8;;;;;;
CURRY;0;2167;12;0,500;13;0,385;12;0,917;1;4;3;1;0;5;2;38;-4;;;;;;
CURRY;0;2416;10;0,300;11;0,455;4;1,000;0;7;3;0;0;2;2;25;0;;;;;;
CURRY;1;2087;5;0,600;9;0,556;12;0,917;0;5;1;0;0;4;2;32;-3;;;;;;
CURRY;0;1662;7;0,714;8;0,125;3;1,000;0;3;6;0;0;2;2;16;-17;;;;;;
CURRY;1;2089;6;0,667;14;0,500;6;1,000;0;3;6;1;0;6;2;35;4;;;;;;
CURRY;0;2223;8;0,500;12;0,333;9;1,000;3;7;6;0;1;5;5;29;7;;;;;;
CURRY;1;1980;6;0,833;9;0,333;9;0,778;0;7;8;1;1;2;2;26;-4;;;;;;
CURRY;0;2196;9;0,333;9;0,444;4;1,000;1;3;11;0;0;2;0;22;2;;;;;;
CURRY;1;2068;5;0,600;13;0,385;11;0,909;0;5;1;0;0;4;2;31;4;;;;;;
CURRY;0;2421;8;0,500;12;0,500;8;1,000;0;6;3;1;0;3;0;34;-5;;;;;;
CURRY;0;1924;9;0,444;15;0,267;4;1,000;0;5;4;3;0;1;2;24;-15;;;;;;
CURRY;0;2042;4;0,500;13;0,231;4;1,000;0;4;4;0;0;1;3;17;-3;;;;;;
CURRY;1;2102;14;0,571;8;0,750;3;1,000;0;3;1;0;3;3;1;37;7;;;;;;
CURRY;1;1874;4;0,500;8;0,000;4;0,750;0;2;8;1;1;4;1;7;14;;;;;;
CURRY;1;2298;10;0,500;11;0,545;5;1,000;0;3;6;0;0;4;5;33;8;;;;;;
CURRY;1;1614;5;0,200;13;0,615;5;0,800;0;4;7;0;1;2;0;30;-1;;;;;;
CURRY;1;1818;11;0,818;7;0,286;3;1,000;0;3;2;0;0;1;1;27;4;;;;;;
CURRY;0;2060;8;0,500;13;0,231;1;1,000;1;1;4;1;1;3;4;18;-26;;;;;;
CURRY;0;1902;7;0,143;8;0,250;6;0,833;0;4;5;2;1;1;1;13;-14;;;;;;
CURRY;0;2070;10;0,300;15;0,400;1;1,000;0;2;7;1;0;3;3;25;-6;;;;;;
CURRY;1;2114;11;0,727;9;0,444;11;0,727;1;1;6;4;1;2;4;36;12;;;;;;
CURRY;0;2075;11;0,545;12;0,417;3;1,000;0;4;6;1;1;2;1;30;-1;;;;;;
CURRY;1;1856;7;0,429;12;0,333;9;0,889;0;6;4;1;1;4;0;26;0;;;;;;
CURRY;0;1791;5;0,400;9;0,000;5;1,000;0;1;6;0;0;2;3;9;-17;;;;;;
CURRY;0;1511;5;0,200;8;0,375;4;1,000;0;1;6;1;0;3;0;15;-4;;;;;;
CURRY;1;2110;9;0,222;15;0,400;5;1,000;0;5;9;1;0;1;1;27;5;;;;;;
CURRY;0;1964;11;0,727;9;0,333;1;1,000;1;3;8;2;1;5;4;26;-2;;;;;;
CURRY;1;1878;8;0,250;8;0,625;6;1,000;0;3;8;0;0;1;3;25;9;;;;;;
CURRY;0;2180;12;0,583;14;0,429;1;1,000;1;5;2;1;0;2;0;33;-8;;;;;;
CURRY;0;2605;14;0,571;21;0,429;3;1,000;0;3;7;1;0;4;4;46;-2;;;;;;
CURRY;1;2112;4;1,000;13;0,615;5;1,000;1;7;7;0;1;5;2;37;26;;;;;;
CURRY;1;1936;7;0,286;9;0,444;4;1,000;0;6;6;1;0;3;1;20;12;;;;;;
CURRY;0;2481;15;0,800;23;0,435;6;1,000;1;5;4;0;1;2;1;60;-1;;;;;;
CURRY;1;2057;13;0,615;11;0,364;1;1,000;1;4;3;0;0;4;2;29;6;;;;;;
CURRY;1;1476;3;0,333;4;0,250;4;1,000;0;3;1;0;1;4;2;9;13;;;;;;
CURRY;1;1806;6;0,667;16;0,688;2;0,500;0;2;2;0;1;2;2;42;13;;;;;;
CURRY;1;2032;6;0,167;16;0,563;2;0,500;1;8;6;1;0;3;0;30;10;;;;;;
CURRY;1;1925;3;0,667;16;0,438;0;0,000;0;6;10;3;1;1;1;25;30;;;;;;
CURRY;0;2079;12;0,500;19;0,474;2;1,000;1;3;5;0;0;4;3;41;-6;;;;;;
CURRY;1;2128;6;0,333;8;0,250;8;0,750;1;1;10;1;0;4;2;16;-2;;;;;;
CURRY;1;1907;11;0,545;13;0,462;2;1,000;0;1;8;3;0;1;1;32;25;;;;;;
CURRY;1;1874;3;0,667;11;0,273;2;1,000;0;2;5;1;0;4;1;15;10;;;;;;
CURRY;0;1930;9;0,556;10;0,100;8;0,875;0;1;4;0;0;3;2;20;-22;;;;;;
CURRY;1;1778;5;0,400;16;0,250;2;1,000;0;5;6;1;1;3;1;18;1;;;;;;
CURRY;1;1894;8;0,375;18;0,444;1;1,000;2;9;1;1;0;3;0;31;20;;;;;;
CURRY;1;1806;7;0,286;15;0,467;0;0,000;2;4;6;0;0;4;2;25;12;;;;;;
CURRY;0;1001;4;0,500;9;0,000;0;0,000;0;1;3;0;0;2;0;4;-29;;;;;;
CURRY;1;1846;8;0,500;10;0,600;4;0,750;2;6;5;0;0;2;1;29;15;;;;;;
CURRY;0;1722;6;0,333;12;0,250;2;1,000;0;3;1;0;0;2;1;15;9;;;;;;
CURRY;1;2032;14;0,643;10;0,300;5;0,800;1;5;5;2;0;1;0;31;4;;;;;;
CURRY;0;1999;7;0,571;13;0,308;7;1,000;0;5;5;0;0;2;1;27;-9;;;;;;
CURRY;1;1445;2;0,500;7;0,571;0;0,000;1;1;3;0;1;2;1;14;17;;;;;;
CURRY;0;2093;6;0,500;18;0,333;1;1,000;3;8;5;0;0;1;0;25;-13;;;;;;
CURRY;0;1791;10;0,400;11;0,455;8;1,000;0;4;3;0;0;2;1;31;6;;;;;;
CURRY;1;1861;5;0,800;10;0,300;0;0,000;1;1;6;0;0;1;1;17;19;;;;;;
CURRY;1;2101;10;0,300;8;0,375;2;1,000;0;4;10;0;0;2;2;17;18;;;;;;
CURRY;1;1928;7;0,714;11;0,364;1;1,000;0;1;4;1;0;0;1;23;13;;;;;;
CURRY;1;1952;8;0,625;15;0,467;2;1,000;0;1;8;0;0;4;1;33;12;;;;;;
CURRY;1;1894;13;0,154;5;0,600;0;0,000;0;7;7;1;2;4;1;13;-4;;;;;;
CURRY;1;1839;8;0,875;6;0,333;9;1,000;0;6;6;0;0;3;2;29;29;;;;;;
CURRY;0;2125;9;0,444;14;0,357;6;0,833;1;5;5;1;0;2;2;28;-5;;;;;;
CURRY;1;1939;3;0,333;6;1,000;4;0,750;0;7;8;1;2;1;2;23;13;;;;;;
CURRY;1;2182;6;0,500;16;0,313;1;1,000;0;7;8;1;2;2;0;22;7;;;;;;
CURRY;0;1943;10;0,500;13;0,538;2;1,000;0;4;5;1;0;7;2;33;-8;;;;;;
ANTETOKOUNMPO;1;2107;18;0,556;3;0,000;9;0,333;4;8;3;2;2;7;4;23;-13;;;;;;
ANTETOKOUNMPO;0;1768;13;0,692;1;0,000;10;0,800;5;6;3;1;2;3;2;26;-11;;;;;;
ANTETOKOUNMPO;1;1911;18;0,611;3;0,333;11;0,727;1;6;2;0;1;2;3;33;18;;;;;;
ANTETOKOUNMPO;0;1661;11;0,455;0;0,000;9;0,667;3;1;2;1;0;3;3;16;-10;;;;;;
ANTETOKOUNMPO;1;2147;7;0,429;3;1,000;13;0,538;1;7;6;0;1;7;3;22;13;;;;;;
ANTETOKOUNMPO;1;2115;20;0,700;7;0,143;6;0,833;2;10;3;1;2;3;1;36;15;;;;;;
ANTETOKOUNMPO;1;1312;14;0,429;2;0,000;6;0,500;0;9;5;0;3;1;1;15;5;;;;;;
ANTETOKOUNMPO;0;2189;24;0,792;1;0,000;18;0,889;2;10;3;0;0;8;4;54;6;;;;;;
ANTETOKOUNMPO;0;2199;21;0,714;1;0,000;12;0,417;2;8;7;4;2;6;4;35;-11;;;;;;
ANTETOKOUNMPO;1;2082;19;0,632;3;0,333;14;0,571;3;8;2;0;0;3;4;35;13;;;;;;
ANTETOKOUNMPO;1;1690;10;0,600;0;0,000;7;0,571;0;8;9;1;0;4;5;16;6;;;;;;
ANTETOKOUNMPO;1;2271;23;0,739;3;0,333;5;0,600;2;13;7;2;1;3;3;40;-7;;;;;;
ANTETOKOUNMPO;1;2034;23;0,870;0;0,000;6;0,333;6;7;8;1;1;5;2;42;10;;;;;;
ANTETOKOUNMPO;0;2190;17;0,412;3;0,000;10;0,700;3;10;5;2;0;3;4;21;6;;;;;;
ANTETOKOUNMPO;1;2233;19;0,579;0;0,000;12;0,750;3;6;3;3;1;3;2;31;-10;;;;;;
ANTETOKOUNMPO;1;2329;20;0,550;1;0,000;18;0,611;6;10;6;1;3;4;5;33;9;;;;;;
ANTETOKOUNMPO;1;2370;14;0,714;2;0,500;13;0,769;2;8;5;3;1;4;3;33;18;;;;;;
ANTETOKOUNMPO;0;2332;16;0,688;1;0,000;4;1,000;6;8;5;2;5;5;5;26;-8;;;;;;
ANTETOKOUNMPO;1;2179;19;0,737;1;0,000;5;0,800;2;9;10;2;1;5;1;32;8;;;;;;
ANTETOKOUNMPO;1;2029;21;0,667;1;1,000;9;0,444;3;5;10;3;0;4;3;35;19;;;;;;
ANTETOKOUNMPO;0;2430;18;0,722;1;0,000;13;0,846;1;9;2;0;2;1;3;37;-5;;;;;;
ANTETOKOUNMPO;1;2457;13;0,692;0;0,000;18;0,778;1;11;6;2;0;2;2;32;13;;;;;;
ANTETOKOUNMPO;1;2233;25;0,800;3;0,000;32;0,750;3;11;3;4;1;4;1;64;29;;;;;;
ANTETOKOUNMPO;1;1547;9;0,778;0;0,000;13;0,615;1;7;6;1;0;0;1;22;22;;;;;;
ANTETOKOUNMPO;1;2350;19;0,474;3;0,333;11;0,455;6;11;3;0;0;6;3;26;11;;;;;;
ANTETOKOUNMPO;1;2016;10;0,400;2;0,000;6;0,500;2;12;16;2;1;3;1;11;13;;;;;;
ANTETOKOUNMPO;1;2238;22;0,500;3;0,000;19;0,789;2;8;6;0;2;5;4;37;9;;;;;;
ANTETOKOUNMPO;1;1941;17;0,647;0;0,000;8;0,750;2;5;7;1;1;5;4;28;3;;;;;;
ANTETOKOUNMPO;0;2319;22;0,545;2;0,500;9;0,556;5;8;6;1;2;2;4;32;-5;;;;;;
ANTETOKOUNMPO;1;1827;12;0,833;0;0,000;17;0,706;2;8;8;0;2;2;2;32;8;;;;;;
ANTETOKOUNMPO;1;2194;21;0,667;1;0,000;7;0,857;2;14;5;1;0;3;2;34;12;;;;;;
ANTETOKOUNMPO;0;2215;17;0,647;3;0,000;11;0,727;3;15;11;1;2;4;3;30;3;;;;;;
ANTETOKOUNMPO;0;2143;11;0,636;2;0,500;13;0,692;0;11;8;3;1;3;2;26;-12;;;;;;
ANTETOKOUNMPO;1;2370;25;0,680;3;0,667;6;0,667;3;11;7;2;1;1;3;44;11;;;;;;
ANTETOKOUNMPO;0;2336;23;0,652;2;0,500;21;0,714;3;14;2;0;1;2;4;48;-1;;;;;;
ANTETOKOUNMPO;0;2303;18;0,556;2;0,000;9;0,556;4;6;11;0;0;4;5;25;-14;;;;;;
ANTETOKOUNMPO;1;1540;13;0,769;0;0,000;5;0,800;5;7;6;1;1;4;2;24;38;;;;;;
ANTETOKOUNMPO;1;2199;19;0,632;3;0,333;8;0,750;3;6;5;0;0;4;3;33;1;;;;;;
ANTETOKOUNMPO;1;2423;14;0,643;2;0,000;14;0,643;1;9;10;3;0;4;4;27;-13;;;;;;
ANTETOKOUNMPO;1;2288;15;0,667;1;0,000;22;0,500;3;7;9;2;1;5;1;31;13;;;;;;
ANTETOKOUNMPO;1;2133;20;0,500;5;0,200;12;0,667;3;14;10;3;2;2;3;31;12;;;;;;
ANTETOKOUNMPO;1;2073;23;0,652;1;1,000;3;0,667;2;16;10;0;2;2;3;35;11;;;;;;
ANTETOKOUNMPO;0;2147;13;0,692;0;0,000;9;0,444;2;9;9;1;1;6;5;22;8;;;;;;
ANTETOKOUNMPO;1;1735;15;0,667;1;1,000;11;0,636;1;11;4;2;0;1;3;30;23;;;;;;
ANTETOKOUNMPO;0;2215;18;0,556;1;1,000;11;0,545;2;10;4;1;1;2;4;29;-3;;;;;;
ANTETOKOUNMPO;0;2266;14;0,714;2;0,000;11;0,636;3;5;4;3;1;6;5;27;6;;;;;;
ANTETOKOUNMPO;1;2410;23;0,783;5;0,400;10;0,600;1;5;10;5;1;1;3;48;15;;;;;;
ANTETOKOUNMPO;0;2376;13;0,846;2;0,000;15;0,733;2;5;13;0;1;5;3;33;-8;;;;;;
ANTETOKOUNMPO;0;2316;21;0,571;3;0,333;13;0,538;4;6;6;0;0;5;5;34;1;;;;;;
ANTETOKOUNMPO;0;1641;12;0,583;2;0,000;7;0,429;1;2;7;1;0;3;1;17;-18;;;;;;
ANTETOKOUNMPO;1;1419;9;0,556;1;0,000;7;0,714;1;13;3;1;1;0;5;15;28;;;;;;
ANTETOKOUNMPO;1;1824;19;0,737;0;0,000;14;0,571;4;14;5;3;2;2;2;36;18;;;;;;
ANTETOKOUNMPO;0;2018;16;0,625;2;0,500;0;0,000;2;9;8;0;2;5;0;23;-23;;;;;;
ANTETOKOUNMPO;0;2197;17;0,882;0;0,000;9;0,556;0;4;12;0;0;1;5;35;-14;;;;;;
ANTETOKOUNMPO;1;2471;12;0,667;1;1,000;21;0,667;4;9;5;1;0;3;1;33;1;;;;;;
ANTETOKOUNMPO;1;2145;15;0,600;2;0,500;12;0,750;1;11;9;0;1;6;1;30;14;;;;;;
ANTETOKOUNMPO;1;1455;12;0,583;1;1,000;8;0,875;3;5;1;0;0;1;1;24;25;;;;;;
ANTETOKOUNMPO;1;2007;13;0,615;2;1,000;3;0,667;2;8;5;0;0;1;3;24;16;;;;;;
ANTETOKOUNMPO;1;2239;19;0,737;3;0,667;16;0,750;5;11;6;1;1;1;3;46;6;;;;;;
ANTETOKOUNMPO;0;1954;12;0,583;3;0,333;9;0,667;2;5;6;0;1;2;1;23;-6;;;;;;
ANTETOKOUNMPO;0;2321;20;0,650;3;0,333;7;0,714;2;12;12;1;1;4;2;34;-4;;;;;;
ANTETOKOUNMPO;1;2317;22;0,545;2;0,000;15;0,667;0;7;10;1;1;3;3;34;19;;;;;;
ANTETOKOUNMPO;0;1973;15;0,667;2;0,000;14;0,714;1;12;4;1;0;4;3;30;-18;;;;;;
ANTETOKOUNMPO;1;2216;12;0,750;0;0,000;18;0,778;4;7;7;1;0;7;4;32;-4;;;;;;
ANTETOKOUNMPO;1;2095;17;0,471;2;0,500;4;0,500;3;6;5;0;2;2;3;21;5;;;;;;
ANTETOKOUNMPO;1;2019;18;0,722;0;0,000;6;0,667;8;11;4;0;1;3;3;30;7;;;;;;
